,Author,Timestamp,Comment,Article Link
52,ace9duece,"August 30, 2023 at 2:52 pm PDT",There is a list with the  images of the games deals with double discount prices listed,https://blog.playstation.com/2023/08/29/playstation-plus-double-discounts-promotion-comes-to-playstation-store-5/
53,ReptileHand,"August 29, 2023 at 7:16 pm PDT","Might check out Gotham Knights and One Piece PW4 although I still need to find time to Platinum PW1+2 on PS3 as they’ve been on my backlog forever. I heard PW4 is a much shorter and less grindy than 3 but I’m excited for the new DLC! And like someone said, seeing a list is really an eye strain sometimes.",https://blog.playstation.com/2023/08/29/playstation-plus-double-discounts-promotion-comes-to-playstation-store-5/
54,Jacuzzi_Stranger,"August 29, 2023 at 7:27 pm PDT",Hunt: Showdown discount soon?🤞,https://blog.playstation.com/2023/08/29/playstation-plus-double-discounts-promotion-comes-to-playstation-store-5/
55,cvalladaresh2,"August 29, 2023 at 7:48 pm PDT",I cannot see any list!,https://blog.playstation.com/2023/08/29/playstation-plus-double-discounts-promotion-comes-to-playstation-store-5/
56,mads_miskat,"August 30, 2023 at 2:01 am PDT",adblocker,https://blog.playstation.com/2023/08/29/playstation-plus-double-discounts-promotion-comes-to-playstation-store-5/
57,EndlessWinter23,"August 29, 2023 at 8:52 pm PDT","Err, I thought TERA shutdown over a year ago, seems strange to see its currency be part of the sale…",https://blog.playstation.com/2023/08/29/playstation-plus-double-discounts-promotion-comes-to-playstation-store-5/
58,MrXile,"August 30, 2023 at 1:58 am PDT",All the games we want sakes on are never here.  It’s always the same rubbish no one wants. Meh.,https://blog.playstation.com/2023/08/29/playstation-plus-double-discounts-promotion-comes-to-playstation-store-5/
59,VenomSeeker1027,"August 30, 2023 at 3:42 am PDT","TERA was shutdown in June for PC, but the console versions are still going.",https://blog.playstation.com/2023/08/29/playstation-plus-double-discounts-promotion-comes-to-playstation-store-5/
60,archangel9978,"August 29, 2023 at 9:18 pm PDT",Literally none of the games that I would want from your list show up as on sale,https://blog.playstation.com/2023/08/29/playstation-plus-double-discounts-promotion-comes-to-playstation-store-5/
61,VenomSeeker1027,"August 30, 2023 at 3:43 am PDT",Don’t expect Armored Core 6 to be on sale less than a week from its release…,https://blog.playstation.com/2023/08/29/playstation-plus-double-discounts-promotion-comes-to-playstation-store-5/
62,ace9duece,"August 30, 2023 at 2:58 pm PDT",PlayStation Plus Double Discountshttps://store.playstation.com/en-us/category/acee8bbf-16fb-45d0-9af6-7b10d5e4b338/1…..here is the list of games with. Images,https://blog.playstation.com/2023/08/29/playstation-plus-double-discounts-promotion-comes-to-playstation-store-5/
63,stage300handsome,"August 31, 2023 at 1:30 am PDT","Going through the list its the same old same old. You either already had it on sale, its still not worth it when you can get a physical release cheaper, everyone has it or you gave it on PS bc of those conditions, or its just crap, with the latter being the case. After seeing the PS plus services going up in price for a whole yr of about nothing, and then this coupled with the lack of games from Sony in the single player.Im convinced you guys are tanking Playstaion on purpose and all work for Microsoft.",https://blog.playstation.com/2023/08/29/playstation-plus-double-discounts-promotion-comes-to-playstation-store-5/
64,coolwusjj,"September 2, 2023 at 1:00 pm PDT",didcha find anything new?,https://blog.playstation.com/2023/08/29/playstation-plus-double-discounts-promotion-comes-to-playstation-store-5/
65,native-vixen,"September 8, 2023 at 2:38 pm PDT",Why not refund the money you got from playstation home users into  psn cards? At least with that you show that you care about your customers instead of giving lousy discounts..,https://blog.playstation.com/2023/08/29/playstation-plus-double-discounts-promotion-comes-to-playstation-store-5/
66,anonimo145_009,"September 17, 2023 at 12:36 pm PDT","When does Playstation launch a discount code, I only see them putting discounts on games but I’ve never seen them putting a discount code, can anyone answer me?",https://blog.playstation.com/2023/08/29/playstation-plus-double-discounts-promotion-comes-to-playstation-store-5/
67,xfell94xx,"August 15, 2023 at 6:11 pm PDT",Great 😊,https://blog.playstation.com/2023/08/15/august-savings-come-to-playstation-store/
68,Sushi_Combo,"August 15, 2023 at 9:24 pm PDT",Providing the store links would be super.,https://blog.playstation.com/2023/08/15/august-savings-come-to-playstation-store/
69,sk_lp_him,"August 16, 2023 at 3:07 am PDT",I miss the sales from the time before the release of ps5. Now there’s so much trash shovelware that browsing through a sale is a boring chore. At least make two separate sales – one for real games and one for platinum dispensers instead of one big bloated thousand items sale like you’re doing now.,https://blog.playstation.com/2023/08/15/august-savings-come-to-playstation-store/
70,DrequanGTA,"August 16, 2023 at 2:09 pm PDT",that’s why wishlists exists they notify u when a game u want is on sale,https://blog.playstation.com/2023/08/15/august-savings-come-to-playstation-store/
71,iisaif7x,"August 16, 2023 at 3:39 am PDT","Divinity OS2, psychonauts, wasteland 3 and citizen sleeper has been in my wishlist for almost 3 months now.",https://blog.playstation.com/2023/08/15/august-savings-come-to-playstation-store/
72,jhill_what,"August 16, 2023 at 6:36 am PDT","Ok Regard,John Earwig",https://blog.playstation.com/2023/08/15/august-savings-come-to-playstation-store/
73,cusman,"August 17, 2023 at 6:01 am PDT",Nice to see many PSVR2 games on sale,https://blog.playstation.com/2023/08/15/august-savings-come-to-playstation-store/
74,fnbobo-yt,"August 19, 2023 at 5:40 pm PDT",Is there any discount codes?,https://blog.playstation.com/2023/08/15/august-savings-come-to-playstation-store/
75,mrNARAKU,"August 20, 2023 at 11:36 am PDT",Hey playstation any chance you can get those returnal pre order bonus costumes in the PSstore? I got a 5$ psn credit just sitting here waiting.,https://blog.playstation.com/2023/08/15/august-savings-come-to-playstation-store/
76,hazardz_unkn0wn,"August 9, 2023 at 8:11 am PDT",Can’t wait for Spiderman 2 but I’m on PS4😭 gonna have to wait till GCSEs r done to buy one,https://blog.playstation.com/2023/08/09/playstation-store-july-2023s-top-downloads/
77,ajrobson,"August 9, 2023 at 8:16 am PDT",Do downloads mean new purchases or redownloads? Who’s still buying GTA V? Wish I had shares in Rockstar lol,https://blog.playstation.com/2023/08/09/playstation-store-july-2023s-top-downloads/
78,TacoBellsPalsy,"August 9, 2023 at 10:33 am PDT",New purchases only.,https://blog.playstation.com/2023/08/09/playstation-store-july-2023s-top-downloads/
79,cusman,"August 9, 2023 at 12:08 pm PDT","As far as I can tell from the time I have followed these charts, it isn’t units of sales, but total sales revenue, so DLC like GTA Shark cards for GTA Online count towards GTA V staying top of charts.",https://blog.playstation.com/2023/08/09/playstation-store-july-2023s-top-downloads/
80,AmazingCass_2019,"August 9, 2023 at 1:29 pm PDT","@ cusman – OMG, that makes SO much more sense now! I always assumed it was a unit sales metric based on new purchases in the PS Store, not revenue/$ amount. Total revenue per game makes perfect sense as to why GTA is always so far up the charts every month.",https://blog.playstation.com/2023/08/09/playstation-store-july-2023s-top-downloads/
81,Mercenary09,"August 9, 2023 at 7:57 pm PDT",@cusman that is false. These charts are based on sales and DLC/add-ons are not included.,https://blog.playstation.com/2023/08/09/playstation-store-july-2023s-top-downloads/
82,cusman,"August 9, 2023 at 12:13 pm PDT",Congrats to nDreams for having both critical and commercial success for Synapse on PS VR2.,https://blog.playstation.com/2023/08/09/playstation-store-july-2023s-top-downloads/
83,yentair,"August 9, 2023 at 3:27 pm PDT","Still waiting for more reasons to buy a VR2.  At least the kids aren’t asking for one yet.  They’re happy with the OG PSVR for now.PS+ Extra is keeping us swimming in good games, so no complaints there.",https://blog.playstation.com/2023/08/09/playstation-store-july-2023s-top-downloads/
84,Ranger_River,"August 11, 2023 at 12:37 pm PDT",thanks for this good charts!,https://blog.playstation.com/2023/08/09/playstation-store-july-2023s-top-downloads/
85,vampzcat,"August 22, 2023 at 11:45 am PDT",it ve really cool if you could be able to stream the game nightmare before christmas oogies revenge  that game was awsome great graphics to and the characters voices awsome I miss playing that game im surprised it never caught on though,https://blog.playstation.com/2023/08/09/playstation-store-july-2023s-top-downloads/
86,e_a_f,"June 20, 2023 at 6:54 pm PDT",A good deal on Sonic Colors: Ultimate would be great!,https://blog.playstation.com/2023/06/20/mid-year-deals-promotion-comes-to-playstation-store-4/
87,bud-arc,"June 20, 2023 at 7:48 pm PDT","You know what wouldn’t be “mid”? Giving us a 20% off discount voucher in order to choose our own sales, like back in the old days. Literally 75% of my wishlist has never been on sale once. You give away all the other games for free on Plus Premium. All these “deals” amount to are the same titles with the same discounts every time.",https://blog.playstation.com/2023/06/20/mid-year-deals-promotion-comes-to-playstation-store-4/
88,Tolq,"June 23, 2023 at 7:09 am PDT","Would love to see your wishlist, because that sounds incredible.",https://blog.playstation.com/2023/06/20/mid-year-deals-promotion-comes-to-playstation-store-4/
89,hjason1,"June 21, 2023 at 2:20 am PDT",Why is it that the last of us part 2 is only on ps4 yet it’s being sold in the ps5 section of the store as if it’s for ps5? That is false advertising and deceptive marketing  I would love for it to be made available in ps5 form factor as an upgrade for us ps4 game owners. Thank you,https://blog.playstation.com/2023/06/20/mid-year-deals-promotion-comes-to-playstation-store-4/
90,torgojones,"June 23, 2023 at 8:47 am PDT",There is never a shortage of games on sale on the PlayStation Store.  Seems like I can find at least one or two games each month that are worth picking up.,https://blog.playstation.com/2023/06/20/mid-year-deals-promotion-comes-to-playstation-store-4/
91,TTDog666,"June 7, 2023 at 1:59 am PDT",If Sony PlayStation are so keen to cut down on the crap filling the store like Jumping Taco… why are these titles always included in Sales?Practically 2 pages of the current sale are taken up with dross like this.,https://blog.playstation.com/2023/06/06/playstation-plus-double-discounts-promotion-comes-to-playstation-store-4/
92,von_Speck,"June 7, 2023 at 3:02 am PDT","im goin to steam for now, tell me when they do something with bloodborne, till that day ps5 will collect dust",https://blog.playstation.com/2023/06/06/playstation-plus-double-discounts-promotion-comes-to-playstation-store-4/
93,ChaseHammerJ,"June 7, 2023 at 7:37 am PDT",Dont see this discount anywhere in the store. *shrug*,https://blog.playstation.com/2023/06/06/playstation-plus-double-discounts-promotion-comes-to-playstation-store-4/
94,NeoRaidenX,"June 7, 2023 at 12:01 pm PDT",If you have PS plus you get the privilege of getting the same discount we always offer. If you’re not a member you get half the discount we offer on any other given sale.You might as well remove the extra discounts perk from the list of benefits of Plus membership. How stupid do you think we are?,https://blog.playstation.com/2023/06/06/playstation-plus-double-discounts-promotion-comes-to-playstation-store-4/
95,dawood313,"June 11, 2023 at 3:23 pm PDT",Contra Anniversary Collection has the discount in UK but not in Canada. why?,https://blog.playstation.com/2023/06/06/playstation-plus-double-discounts-promotion-comes-to-playstation-store-4/
96,Stoffinator,"May 29, 2023 at 5:09 am PDT",Will there be any retail sales like usual? Amazon etc?,https://blog.playstation.com/2023/05/29/days-of-play-2023-sale-kicks-off-on-june-2/
97,Sion413,"May 29, 2023 at 5:19 am PDT",It’s says it in the first paragraph.,https://blog.playstation.com/2023/05/29/days-of-play-2023-sale-kicks-off-on-june-2/
98,Mercenary09,"May 29, 2023 at 9:08 am PDT",Yes,https://blog.playstation.com/2023/05/29/days-of-play-2023-sale-kicks-off-on-june-2/
99,Noobasium,"May 30, 2023 at 11:41 am PDT","Hopefully dualsense controllers are going on sale again but don’t see them listed. Really need some new controllers as the ones I have got drift, but also don’t want to spend $75 on cla controller",https://blog.playstation.com/2023/05/29/days-of-play-2023-sale-kicks-off-on-june-2/
100,CommandingTiger,"May 31, 2023 at 9:05 am PDT",It’s not great.I was hoping for an accessory sales.It’s great that there is a PS+ sale.A reminder XGBU is 180$ a year!And their games aren’t great like PS+ are.,https://blog.playstation.com/2023/05/29/days-of-play-2023-sale-kicks-off-on-june-2/
101,chungips,"May 29, 2023 at 5:53 am PDT",This is the first time that I own a PlayStation console so I’m excited for days of play! :D Any recommendations? I was thinking of getting ps+ but which tier is the best? Also is the dualsense charging station worth it?,https://blog.playstation.com/2023/05/29/days-of-play-2023-sale-kicks-off-on-june-2/
102,LexyBoy,"May 29, 2023 at 6:37 am PDT","Essential tier and extra tier are both worth it. Especially if you’ve never had a playstation console before, extra is a very good deal with a large game library. Premium isn’t worth it in my opinion.",https://blog.playstation.com/2023/05/29/days-of-play-2023-sale-kicks-off-on-june-2/
103,O1Kipper,"May 29, 2023 at 6:50 am PDT","The charging station works great, it’s very convenient and easy to use (no faffing about with cables every time you want to charge). However, whether that’s worth the price is entirely subjective.",https://blog.playstation.com/2023/05/29/days-of-play-2023-sale-kicks-off-on-june-2/
104,alucard69biz,"May 29, 2023 at 7:04 am PDT","If you like classics like PS1,PS2,PS3,PSP and also want to play on cloud and try some new games for 1 or 2 hours before buy, the premium is the way , if not just take extra you have a large collection of PS4 and ps5 games. I myself have premium until September 2029 and I was not disappointed.",https://blog.playstation.com/2023/05/29/days-of-play-2023-sale-kicks-off-on-june-2/
105,Opaxia,"May 29, 2023 at 7:21 am PDT","If Canada gets sales on PS5 covers at ‘participating retailers’, I may break down and finally make my PS5 purple…",https://blog.playstation.com/2023/05/29/days-of-play-2023-sale-kicks-off-on-june-2/
106,Cam-5438,"May 29, 2023 at 7:54 am PDT","I am excited with Days of Play sale, and will be picking up as much digital content as possible, cheers.",https://blog.playstation.com/2023/05/29/days-of-play-2023-sale-kicks-off-on-june-2/
107,andrewsqual,"May 29, 2023 at 9:13 am PDT",thought this was a Days Gone 2 announcement lol. Still no thanks on any of your extra Plus subs tiers whatever. 12 months later and you barely got any classics on there. Get more on there at a consistent rate and I’ll reconsider but its clear you don’t care what a 28 year long PlayStation fan like me wants anymore.,https://blog.playstation.com/2023/05/29/days-of-play-2023-sale-kicks-off-on-june-2/
108,andrewsqual,"May 29, 2023 at 9:14 am PDT","Aww, thought this was a Days Gone 2 announcement lol. Still no thanks on any of your extra Plus subs/tiers/whatever. 12 months later and you barely got any classics on there. Get more on there at a consistent rate and I’ll reconsider but its clear you don’t care what a 28 year long PlayStation fan like me wants anymore.",https://blog.playstation.com/2023/05/29/days-of-play-2023-sale-kicks-off-on-june-2/
109,MikeOnEggsbox,"May 29, 2023 at 10:41 am PDT","Is there ever any plan to open direct sales to more than a tiny handful of countries? Ireland a stone’s throw from the UK, but blocked from buying. Always frustrating, especially when new hardware releases.",https://blog.playstation.com/2023/05/29/days-of-play-2023-sale-kicks-off-on-june-2/
110,shadowbeast473,"May 29, 2023 at 12:53 pm PDT",i hope SEKIRO AND DARK SOULS SERIES GO ON SALE,https://blog.playstation.com/2023/05/29/days-of-play-2023-sale-kicks-off-on-june-2/
111,mr-bonquiqui-,"May 29, 2023 at 6:31 pm PDT","Same bro, I’ve been waiting for Sekiro to go on sale for so long",https://blog.playstation.com/2023/05/29/days-of-play-2023-sale-kicks-off-on-june-2/
112,NexSicarius,"May 30, 2023 at 5:30 am PDT","It’s 50% off once or twice a year, that’s how I got it in 2021",https://blog.playstation.com/2023/05/29/days-of-play-2023-sale-kicks-off-on-june-2/
113,Sushi_Combo,"May 29, 2023 at 5:17 pm PDT",Was looking to stack my essential membership. Great timing,https://blog.playstation.com/2023/05/29/days-of-play-2023-sale-kicks-off-on-june-2/
114,capitolc,"May 29, 2023 at 5:34 pm PDT","My Plus subscription was scheduled to end April 1st, so I purchased a sub to make sure it doesn’t lapse.  When I entered the code, my date changed to March 31. Basically, I lost a day and my dates didn’t stack as it once did prior to tier changes. At this point, im scared to buy ahead of time because of this. Aint no way im going to lose the rest of my subscription if I purchase another one now and enter it in.",https://blog.playstation.com/2023/05/29/days-of-play-2023-sale-kicks-off-on-june-2/
115,sunlit-wish2,"May 29, 2023 at 10:26 pm PDT","I believe 12 months PS+ are converted to 365 days worth, so factoring in a leap year next year that would be the correct end date.",https://blog.playstation.com/2023/05/29/days-of-play-2023-sale-kicks-off-on-june-2/
116,The_0neAbove_AIl,"May 29, 2023 at 7:30 pm PDT",Bring back the community challenge and PlayStation rewards for Days of play event. At least free avatars for participating.,https://blog.playstation.com/2023/05/29/days-of-play-2023-sale-kicks-off-on-june-2/
117,princegroove,"May 29, 2023 at 8:08 pm PDT",Time to extend my PS Plus Premium sub for a few more years!,https://blog.playstation.com/2023/05/29/days-of-play-2023-sale-kicks-off-on-june-2/
118,KingDante9,"May 29, 2023 at 8:30 pm PDT",Looking forward to some triple A game sales ❤️,https://blog.playstation.com/2023/05/29/days-of-play-2023-sale-kicks-off-on-june-2/
119,ther1nzzler,"May 29, 2023 at 10:35 pm PDT",Very excited about this! 2023 will be my first year as a regular PlayStation player. Excited to snag some good deals.,https://blog.playstation.com/2023/05/29/days-of-play-2023-sale-kicks-off-on-june-2/
