Author,Timestamp,Comment,Article
sbaggio,"18 November, 2023",Seems like they did a good job making this a good experience even with the Switch limitations (unlike Mortal Kombat),hogwarts-legacy-nintendo-switch-performance-review
nyne11tyme,"20 November, 2023",Top 3 game for me on PS5 this year.  If you only have a Switch and are a fan of the books/movies you owe it to yourself if if it's a downgraded experience. The fact it exists at all and is in a playable state is a testament to WB/Port Key and Avalanche,hogwarts-legacy-nintendo-switch-performance-review
whatmollyknew,"21 November, 2023","Thank you for the article as I have been looking to see if anyone has had the same frustrations as me. I'm glad to see I'm not the only one who has noticed some gameplay issues. I was struggling to play this on switch because there were too many really long loading screens. I felt like I was seeing...
See more",hogwarts-legacy-nintendo-switch-performance-review
paintedegg,"18 November, 2023","Good video. I wonder if this will get a Switch 2 version at some point? Unfortunately it kinda seems like the fact they've done this version makes it less likely. Warner in particular seems determined to keep porting stuff to Switch like Mortal Kombat and the upcoming Arkham collection. They must b...
See more",hogwarts-legacy-nintendo-switch-performance-review
oxyclean,"17 November, 2023",I really hope the jobs arent gender restricted like they were in Yakuza 7. It was really annoying how the men had like 10 jobs to pick from but the women only had like 4. ,like-a-dragon-infinite-wealths-jobs-include-samurai-surfer-and-housekeeper
wreckonizer41,"17 November, 2023",lol housekeeper. I love how goofy this series is.  ,like-a-dragon-infinite-wealths-jobs-include-samurai-surfer-and-housekeeper
Sillyzee,"17 November, 2023",Nanba's Homeless Guy it is.,like-a-dragon-infinite-wealths-jobs-include-samurai-surfer-and-housekeeper
LordKri,"15 November, 2023","Tempting...still gonna hold out especially since I still have an excessive backlog to complete. Now, if it dropped to $20-$25, I'd be all over it. ",pick-up-the-last-of-us-part-i-for-ps5-at-amazon
Newjackswing,"15 November, 2023",So TLOU1 is $40… which should have been the original price… so now we wait for the sale price to go on sale since it has been out forever 😂 ,pick-up-the-last-of-us-part-i-for-ps5-at-amazon
tongii360,"15 November, 2023","Tempting, but I beat the remastered version pretty recently and also watched the HBO show. I think I'm pretty good on TLoU for a while lol. ",pick-up-the-last-of-us-part-i-for-ps5-at-amazon
PocketLoot,"15 November, 2023",Id just buy the ps4 version for like 5 bucks. Still looks great. ,pick-up-the-last-of-us-part-i-for-ps5-at-amazon
darkbomber02,"15 November, 2023",resident evil 4 remake is a much better game,pick-up-the-last-of-us-part-i-for-ps5-at-amazon
Topdobbalina,"16 November, 2023",I’ll still wait until it shows up for free on PS PLUS. ,pick-up-the-last-of-us-part-i-for-ps5-at-amazon
94teglsatmsc,"17 November, 2023","No thanks, still $20 too expensive.",pick-up-the-last-of-us-part-i-for-ps5-at-amazon
muertoweirdo420,"15 November, 2023",This is $45 almost $46 on Amazon not the $40 that you're lying about.... ,pick-up-the-last-of-us-part-i-for-ps5-at-amazon
RubberGrip,"18 November, 2023",Uggh still too expensive. Just wait untill TLOU part 2 remastered comes out then this will either be super cheap or part of the ps plus free monthly games,pick-up-the-last-of-us-part-i-for-ps5-at-amazon
sonic429X,"15 November, 2023","By the time I want to play through this game a third time, it will be in the bargain bin because the next remake will be out.",pick-up-the-last-of-us-part-i-for-ps5-at-amazon
Dirty_Silhouette,"17 November, 2023",I'm hoping the rumored TLoU2 PS5 is a $10 upgrade vs something like this again. I liked the gameplay in that game but the story won't get me to pay more than $10 for all that nonsense.,pick-up-the-last-of-us-part-i-for-ps5-at-amazon
HeavyWulf,"17 November, 2023",I can't wait for Sony to re-re-remaster this game again for PS6 and this time they'll charge $80 for it.,pick-up-the-last-of-us-part-i-for-ps5-at-amazon
TheGza,"15 November, 2023",That kitty is living the life!,pick-up-the-last-of-us-part-i-for-ps5-at-amazon
Whyyougonnacry4,"17 November, 2023","I don't think this is what she meant when she said "" He needs some milk..""",pick-up-the-last-of-us-part-i-for-ps5-at-amazon
CAPITALSOS,"15 November, 2023",Decent deal but half off or more.,pick-up-the-last-of-us-part-i-for-ps5-at-amazon
herron78,"18 November, 2023",PlayStation exclusives are unmatched!!! Different level. ,pick-up-the-last-of-us-part-i-for-ps5-at-amazon
Mustangsko99,"16 November, 2023",Nope,pick-up-the-last-of-us-part-i-for-ps5-at-amazon
RaMsErItO,"15 November, 2023",Is this the first remaster or the ninth? Hard to know with all the ridiculous TLOU SKUs. ,pick-up-the-last-of-us-part-i-for-ps5-at-amazon
PonyMcSony,"17 November, 2023",Null,pick-up-the-last-of-us-part-i-for-ps5-at-amazon
Paris.Swan.Spidermix,"26 November, 2023",The same as the Black Friday sales! Awesome!,black-friday-ps5-game-deals
rocketzx1,"26 November, 2023",Half the games on this list aren’t even close to being the best games for ps5. Lay off the fucking drugs and get your shit together,black-friday-ps5-game-deals
tongii360,"27 November, 2023","Got FF16. I don’t know, I like the game so far but I feel like they wanted the game to be more Souls like but chickened out for more accessibility. Would be amazing if ng+ would have hard mode… or does it have hard mode?",black-friday-ps5-game-deals
Bilstar,"27 November, 2023","Wow you've really gone for the ""hiden gems"" there haven't you? This is like a buying guide for someone's grandma. FIFA and Diablo 4 for what should be RRP on these flat, uninspired products of formerly great games companies? 
If that's the best the PS5 can do we all might as well sell up now and tak...
See more",black-friday-ps5-game-deals
Boge842,"17 November, 2023",I guess this proves people are still hard up on better graphics over performance.,ark-survival-ascended-sells-over-600000-on-steam-in-two-weeks
Gamer_Firewall,"17 November, 2023",PC peeps sure do like crap. ,ark-survival-ascended-sells-over-600000-on-steam-in-two-weeks
TheSilentHeel,"17 November, 2023",And this is why when I see gamers acting silly and calling for boycotts and to “vote with your wallet” I tell them it’ll never work. Never. And of course they try and conjure a fairytale world in which everyone bands together but look at this! This is why it’ll never happen. People just don’t care....See more,ark-survival-ascended-sells-over-600000-on-steam-in-two-weeks
Sillyzee,"17 November, 2023","Not very good when all you had to do for it to double those sales, easily, was make a working game. ",ark-survival-ascended-sells-over-600000-on-steam-in-two-weeks
PlaystationGen,"17 November, 2023",Watch angry joe put worst games 2023 ,ark-survival-ascended-sells-over-600000-on-steam-in-two-weeks
gamesRgames,"17 November, 2023","Ark has performance issues?  You don't say.  One of my favorite games of all time, but it always ran like a turd.",ark-survival-ascended-sells-over-600000-on-steam-in-two-weeks
HouseWinsAlwaysII,"17 November, 2023","What makes Ark that good?
Never played it, if someone could fill me in...",ark-survival-ascended-sells-over-600000-on-steam-in-two-weeks
SpaceCowboy74,"19 November, 2023","Great, so can the rest of us get to play it now, FFS???",ark-survival-ascended-sells-over-600000-on-steam-in-two-weeks
T3hPresident,"18 November, 2023","F ark and snail games, hope they go broke!",ark-survival-ascended-sells-over-600000-on-steam-in-two-weeks
Negafox,"17 November, 2023",I feel like there would be an actual demand for this thing if it were sold in stores. I would buy one for my kids -- it looks great.,microsoft-has-made-a-unique-bluey-xbox-series-x
sonic429X,"17 November, 2023","I wish I had been able to grab that Fortnite One S back in the day. Not because I care about Fortnite, but that purple color was giving me Gamecube vibes. ",microsoft-has-made-a-unique-bluey-xbox-series-x
reaper987,"17 November, 2023","Right cuz thats who's buying all the Xboxes, toddlers.",microsoft-has-made-a-unique-bluey-xbox-series-x
OMGitsFanny,"17 November, 2023","This has always been Xbox's problem. Let's attempt to appeal to all without actually really appealing to anyone. 
There's no way my dog could play this, he hasn't got any hands, Phil!",microsoft-has-made-a-unique-bluey-xbox-series-x
B1GPOPPA82,"17 November, 2023","Slow news day huh, IGN?",microsoft-has-made-a-unique-bluey-xbox-series-x
ThEHaWK911,"17 November, 2023","Why can't we buy this? I have had zero interest in an xbox this generation, but if they drop this I would definitely purchase for my girls. Might just buy 2",microsoft-has-made-a-unique-bluey-xbox-series-x
Chiefof16,"17 November, 2023","LOL - Cheapshot....But still put a smile on my face.
If gamers weren't busy dealing with freezes, loading screens, and running into identical locations, maybe the game would've been more than a 7 outta 10........Too bad Bethesda gave the game no personality or reason to explore.",microsoft-has-made-a-unique-bluey-xbox-series-x
Stone-coldmal123,"17 November, 2023",Is there a category at the Game Awards for best themed consoles? If so Microsoft would have a great chance of winning it. It would make up for the fact that they have no chance of winning anything in the games categories! ,microsoft-has-made-a-unique-bluey-xbox-series-x
FirstCitizen,"17 November, 2023",Looks like the Sam's Club exclusive Lucky Charms' blue cube marshmallow. ,microsoft-has-made-a-unique-bluey-xbox-series-x
Vicdsnew,"17 November, 2023",Oh wow. I am gonna give it a try! I had been getting lots of Bluey stuff for my kids lol. This Xbox looks super cute!!! Wish me luck!! 🥰,microsoft-has-made-a-unique-bluey-xbox-series-x
MisterNegative,"17 November, 2023",This is why for over 10 years they havent had one Goty because they waste money and resources doing stuff like this. ,microsoft-has-made-a-unique-bluey-xbox-series-x
ducets4donuts,"17 November, 2023",Xbox appealing to gamer dads is a pretty good strategy. I don't have kids but I have a little niece and nephew so I know what Bluey is. I can see this working out. ,microsoft-has-made-a-unique-bluey-xbox-series-x
Kenkuma,"17 November, 2023",I don't even know what that is but I want one ,microsoft-has-made-a-unique-bluey-xbox-series-x
xShoot4WarAmpsx,"17 November, 2023",I came here to find out what a Bluey was...... I regret my life choices,microsoft-has-made-a-unique-bluey-xbox-series-x
tenken8,"17 November, 2023","Off Topic, but Big Oof. Jeff Grubb explicitly says the KOTOR Remake is dead on this Game Mess morning show (Nov 17). At around 31:21 time on the video.
youtube (dot) com/watch?v=oA0mTc4NovM&t=1881s
See more",microsoft-has-made-a-unique-bluey-xbox-series-x
Thelittlewoodenboy,"17 November, 2023",Solid design for a cartoon and extremely limited edition. ,microsoft-has-made-a-unique-bluey-xbox-series-x
Slowburn29,"17 November, 2023",The average TheSonyMasterRace:,microsoft-has-made-a-unique-bluey-xbox-series-x
OffendedWasteOfMoneyGamer,"19 November, 2023",Seriously why doesn't pony offer levels of customization like this? ,microsoft-has-made-a-unique-bluey-xbox-series-x
Blanco8x8,"17 November, 2023",Boop.,microsoft-has-made-a-unique-bluey-xbox-series-x
NDWest14,"17 November, 2023",My god.....where was all the Bluey coverage!? How did I miss this? ,microsoft-has-made-a-unique-bluey-xbox-series-x
vorpalspork,"17 November, 2023",Can I tilt the camera to look up yet? That would be the hottest fix of all (along with a complete inventory system overhaul).,baldurs-gate-3-hotfix-11-sorts-out-gales-romance-scene-fix-incoming-for-astarian-kissing
gjohn5806,"17 November, 2023","I have a bug in Act 3 where I killed a big thing, Wyll in camp is like ""lets tell my Dad about the thing you killed, but I haven't saved his Dad yet. And it blocks all other dialogue with Wyll.
Is annoying, because Saving Wyll's Dad is a point of no return for another quest so I am saving it for sup...
See more",baldurs-gate-3-hotfix-11-sorts-out-gales-romance-scene-fix-incoming-for-astarian-kissing
Girlscantell,"17 November, 2023",I'll tell you what this hotfix does...It causes BG3 to NOT RUN on Steam Deck. Thousands of people are flocking to steam and larian forums looking for a solution. Nothing yet.,baldurs-gate-3-hotfix-11-sorts-out-gales-romance-scene-fix-incoming-for-astarian-kissing
Cptn.Snatchbox,"17 November, 2023",Cross play please. ,baldurs-gate-3-hotfix-11-sorts-out-gales-romance-scene-fix-incoming-for-astarian-kissing
ghosti24,"17 November, 2023",is this game worth it ,score-assassins-creed-mirage-for-39-this-black-friday
Giantessfan109,"17 November, 2023",Can not wait. This game is the entire reason I bought a PS5. Went this long but the more I see of this game I couldn't resist. Spider-man 2 was a nice bonus though even if the game didn't quite live up to the first for me,final-fantasy-7-rebirth-gets-tons-of-new-details-screenshots-and-a-red-xiii-narrated-trailer
DL_Sense,"17 November, 2023","I am also excited for this game, especially having just finished Final Fantasy XVI which totally took me by surprise (I LOVED it).
I haven’t seen a lot of good news about Square lately, and I’d sort of written them off for a long stretch between Final Fantasy XIII and Final Fantasy VII Remake. Hones...
See more",final-fantasy-7-rebirth-gets-tons-of-new-details-screenshots-and-a-red-xiii-narrated-trailer
autex,"17 November, 2023",Wow. Aerith with the airship should really be the cover of the game. The next most iconic image right behind Cloud looking at the reactor. ,final-fantasy-7-rebirth-gets-tons-of-new-details-screenshots-and-a-red-xiii-narrated-trailer
AllenstergessBooth,"17 November, 2023","12 is still my favorite FF. Bought 7 on release back in the day thought it was good, but liked 9 more.",final-fantasy-7-rebirth-gets-tons-of-new-details-screenshots-and-a-red-xiii-narrated-trailer
BabyGroot1,"17 November, 2023",Looks amazing. Love that it’s a PS5 exclusive so they could really use it’s power.,final-fantasy-7-rebirth-gets-tons-of-new-details-screenshots-and-a-red-xiii-narrated-trailer
Mattilda88,"17 November, 2023","Chloe’s not a new character, she was in the original. Admittedly, due to the infamous mistranslations she was called ‘Chole’…",final-fantasy-7-rebirth-gets-tons-of-new-details-screenshots-and-a-red-xiii-narrated-trailer
BloodKitsune,"17 November, 2023","After they finish and release all parts of ff7 and kh4. I’m confident that either a complete remake to ffx will happen and or a ffx-3. The idea has been rumored about the remake, but the idea has truly been entertained by the creators. I personally would LOVE to see a ffx-3 to truly close the book ...See more",final-fantasy-7-rebirth-gets-tons-of-new-details-screenshots-and-a-red-xiii-narrated-trailer
electricshadow,"17 November, 2023","I'm currently playing FF7 Remake and IDK, the combat isn't quite ""clicking"" with me and I'm forcing myself to play it for nostalgia reasons as I played the original like four times as a kid.  I'm hoping it gets better as I'll probably skip this one if it doesn't. ",final-fantasy-7-rebirth-gets-tons-of-new-details-screenshots-and-a-red-xiii-narrated-trailer
charles_barkin,"17 November, 2023",Priscilla is not a new character tho ,final-fantasy-7-rebirth-gets-tons-of-new-details-screenshots-and-a-red-xiii-narrated-trailer
Thugga101,"17 November, 2023","Can’t wait for this to drop, next year is stacked with JRPG greatness",final-fantasy-7-rebirth-gets-tons-of-new-details-screenshots-and-a-red-xiii-narrated-trailer
HipHopHead911,"17 November, 2023","Dude I gotta get around to playing crisis core before this drops. Can’t believe the release isn’t that far off either. Never played the FF games until FF7 remake, loved it. Than played FF16 loved it. Soon I’ll dip into Crisis Core. But never in a million years did I think I would be on the FF train...See more",final-fantasy-7-rebirth-gets-tons-of-new-details-screenshots-and-a-red-xiii-narrated-trailer
Jessecloud52741103101086,"17 November, 2023","Dude, watching Aerith look at the airship like that is heartbreaking ",final-fantasy-7-rebirth-gets-tons-of-new-details-screenshots-and-a-red-xiii-narrated-trailer
2tru4youtistru,"17 November, 2023",Definitely really excited for this. Though I didn't like the kingdom hearts stuff in the first one so I'm expecting more of that here. Still will be good times.,final-fantasy-7-rebirth-gets-tons-of-new-details-screenshots-and-a-red-xiii-narrated-trailer
Whyyougonnacry4,"17 November, 2023",This is going to start the year off quite nicely thank you. ,final-fantasy-7-rebirth-gets-tons-of-new-details-screenshots-and-a-red-xiii-narrated-trailer
nwolC,"17 November, 2023","February 29th, can't wait :)",final-fantasy-7-rebirth-gets-tons-of-new-details-screenshots-and-a-red-xiii-narrated-trailer
JustStoppingBy23,"17 November, 2023",Rise of Ronin plus ff7 next year and thats just so far 2024 is shaping up to be another great year. ,final-fantasy-7-rebirth-gets-tons-of-new-details-screenshots-and-a-red-xiii-narrated-trailer
cwatz2004,"17 November, 2023",7RM was incredibly meh.  Really low expectations on this one. Especially coming off the heels of 16 which was amazing.,final-fantasy-7-rebirth-gets-tons-of-new-details-screenshots-and-a-red-xiii-narrated-trailer
Kenkuma,"17 November, 2023",If it wasn't for this game I'd be out of reasons to why I should still have my PS5? After this it's going to be a rough few years on PS5,final-fantasy-7-rebirth-gets-tons-of-new-details-screenshots-and-a-red-xiii-narrated-trailer
BceBears2,"17 November, 2023",What a beautiful looking game.,final-fantasy-7-rebirth-gets-tons-of-new-details-screenshots-and-a-red-xiii-narrated-trailer
HeavyWulf,"17 November, 2023","Can't freaking wait to play this, haven't been this excited to play a game since the Remake came out, already took a week off work to play this!",final-fantasy-7-rebirth-gets-tons-of-new-details-screenshots-and-a-red-xiii-narrated-trailer
gamingdevil800,"17 November, 2023",XIII,final-fantasy-7-rebirth-gets-tons-of-new-details-screenshots-and-a-red-xiii-narrated-trailer
RealSimple,"17 November, 2023",Null,final-fantasy-7-rebirth-gets-tons-of-new-details-screenshots-and-a-red-xiii-narrated-trailer
RealFrowns2.0,"17 November, 2023",Null,final-fantasy-7-rebirth-gets-tons-of-new-details-screenshots-and-a-red-xiii-narrated-trailer
Ekras,"17 November, 2023",🤮,final-fantasy-7-rebirth-gets-tons-of-new-details-screenshots-and-a-red-xiii-narrated-trailer
MastaC420247,"20 November, 2023",🤢🤮🤢,final-fantasy-7-rebirth-gets-tons-of-new-details-screenshots-and-a-red-xiii-narrated-trailer
gamingdevil800,"17 November, 2023","2024 JRPG's and RPG's: Dragon's Dogma 2, Dragon Age 4, VTMB2, Like A Dragon 8, Persona 3 Reload, FFVII Rebirth so far...",dragons-dogma-2-release-date-reportedly-revealed-by-ratings-board
JMx117,"17 November, 2023",Looks to close to the original. Gameplay might be outdated now. ,dragons-dogma-2-release-date-reportedly-revealed-by-ratings-board
BceBears2,"17 November, 2023",This can't come soon enough. The combat is so fun in Dragon's Dogma it's one of those rare games where I actually tried out all of the classes.,dragons-dogma-2-release-date-reportedly-revealed-by-ratings-board
BigBossRules,"17 November, 2023",Played the first game years ago for the 360 but only played it thirty minutes before rage quitting. Think I might have to give it another try ,dragons-dogma-2-release-date-reportedly-revealed-by-ratings-board
Giantessfan109,"17 November, 2023",I wouldn't be shocked. The game was rated yesterday in various countries,dragons-dogma-2-release-date-reportedly-revealed-by-ratings-board
brand369,"17 November, 2023",Fix the colors this game looks bad. Needs better contrast and HDR. ,dragons-dogma-2-release-date-reportedly-revealed-by-ratings-board
SkepticGamer,"17 November, 2023",I’m ready! The first one is such a gem. ,dragons-dogma-2-release-date-reportedly-revealed-by-ratings-board
Aphyll_Sentara07,"17 November, 2023",Finally. Between this and GTA VI... quite the wait. ,dragons-dogma-2-release-date-reportedly-revealed-by-ratings-board
midori85,"17 November, 2023",So Soon? nice this is how you announce a game and release it a few months later ,dragons-dogma-2-release-date-reportedly-revealed-by-ratings-board
urbanman2004,"19 November, 2023","Dragon’s Dogma 2 Launches on March 22, 2024, Says PEGI - WCCFTech",dragons-dogma-2-release-date-reportedly-revealed-by-ratings-board
Darkseifer,"17 November, 2023",I would prefer a new cross play Monster Hunter,dragons-dogma-2-release-date-reportedly-revealed-by-ratings-board
DeltaSierra,"17 November, 2023",Never played the original but this looks interesting. I will give it a shot,dragons-dogma-2-release-date-reportedly-revealed-by-ratings-board
GurtX,"17 November, 2023",Excellent ,dragons-dogma-2-release-date-reportedly-revealed-by-ratings-board
Yahoodotcom123,"17 November, 2023",Really hyped for this one,dragons-dogma-2-release-date-reportedly-revealed-by-ratings-board
Bman000,"17 November, 2023",Null,dragons-dogma-2-release-date-reportedly-revealed-by-ratings-board
shocknfunk,"17 November, 2023",Hot dayum it’s gunna be a good day today ,dragons-dogma-2-release-date-reportedly-revealed-by-ratings-board
HomemadeMask,"17 November, 2023",👀,dragons-dogma-2-release-date-reportedly-revealed-by-ratings-board
Daryno90,"17 November, 2023","Oh sure, they could had given you Resistance Retributuon, Jeanne D’Arc, Ratchet and Clank Size Matter, Daxter, the PSP god of war games, little big planet PSP, and all of your other favorite PSP games but wouldn’t you want Pixar’s Up instead?",looks-like-3-more-old-disney-games-are-coming-to-ps-plus-classics
dames1985,"17 November, 2023",Hercules PS1 would’ve been cool.,looks-like-3-more-old-disney-games-are-coming-to-ps-plus-classics
PhenomsServant,"17 November, 2023",Wow Sony remembers this game better than Disney remembers the show its based on. Actually now that I say that out loud its not that surprising in hindsight.,looks-like-3-more-old-disney-games-are-coming-to-ps-plus-classics
Ekras,"17 November, 2023",This makes sense. I've always seen the PS5 as a kids console. ,looks-like-3-more-old-disney-games-are-coming-to-ps-plus-classics
-|-RINZLER-|-,"18 November, 2023",Streaming for the ps classics is terrible in general so why bother,looks-like-3-more-old-disney-games-are-coming-to-ps-plus-classics
KCCrash,"17 November, 2023",The PS classics line up has been shockingly bad,looks-like-3-more-old-disney-games-are-coming-to-ps-plus-classics
Guest83,"17 November, 2023",It'd only be a good deal if they just left the games out and cut the console price by 22%. Who wants Walmart's overstock tacked on driving the price up? ,the-best-xbox-deal-of-black-friday-save-on-diablo-iv-and-modern-warfare-3-with-an-xbox-series-x
Sillyzee,"17 November, 2023","""Xbox Series X with Diablo 4 and Modern Warfare 3 for $489.00"".   Oh, $489 is free now  ?",the-best-xbox-deal-of-black-friday-save-on-diablo-iv-and-modern-warfare-3-with-an-xbox-series-x
TheRealEntertainer,"17 November, 2023","100% sure the Diablo is digital, but is MW3? ( I assume so, as the image has 'Smart Delivery'). ",the-best-xbox-deal-of-black-friday-save-on-diablo-iv-and-modern-warfare-3-with-an-xbox-series-x
Plane,"18 November, 2023",Diablo 4 sucks ,the-best-xbox-deal-of-black-friday-save-on-diablo-iv-and-modern-warfare-3-with-an-xbox-series-x
MiCKEYiNDiGO,"14 December, 2023",No (the already overpriced) essential tier deal? I’m perfectly fine not renewing this year…,black-friday-ps-plus-deal-2023
Dirty_Silhouette,"14 December, 2023",Essential is terribly overpriced and I'll never go up tiers. I'd rather pay for Game Pass on my SX.,black-friday-ps-plus-deal-2023
GeneralChaos,"14 December, 2023",A 30% discount doesn't feel like one when they raised the price 30%. ,black-friday-ps-plus-deal-2023
midori85,"14 December, 2023","50% off  I might Bite , but these prices are just the regular price for what you get its still not worth it to me. ",black-friday-ps-plus-deal-2023
thefear4815,"14 December, 2023",Meanwhile I get free stuff from epic every week and everyone offers cloud saves and online multiplayer for free on pc. Canceling PS+ the moment I saw the stupidly high price increase was the easiest decision I ever made. ,black-friday-ps-plus-deal-2023
MegaAsheMan,"14 December, 2023",I let mine expire last month. The monthly offerings have been subpar this year. ,black-friday-ps-plus-deal-2023
CurryLova,"14 December, 2023","Until there’s a better deal, I have no plans to renew my subscription. When mine expires in June 2024, I’m done, after 9 years or so.",black-friday-ps-plus-deal-2023
sonic-429,"14 December, 2023","They should make a ""PS+ lite"" for $30 a year rotating a handful of older games. Something in between the basic tier of NSO and Gamepass Core. $80 a year is outrageous for an online paywall.",black-friday-ps-plus-deal-2023
Deathstroke-13,"14 December, 2023","After this price hike & Sony not giving Essential members any sort of discount, I’m not renewing at all. My membership comes to a stop in March and this will be the first time since PS3 when Plus first came out that I will not have it & I have no intention of getting it back.
It’s not worth $80",black-friday-ps-plus-deal-2023
drksideken,"14 December, 2023","It's only as much of a deal as you make of it.  If you play five or six games on the extra tier and get loads of enjoyment out of them and they, not on sale, cost in total more than what you pay for your yearly plus subscription, then yes, it's still a deal if you own only a Playstation and not a P...
See more",black-friday-ps-plus-deal-2023
A42OB,"14 December, 2023","So, they're decreasing it 30% after increasing it 30% globally? Sounds like PS3 Sony is back again. ",black-friday-ps-plus-deal-2023
skullivan,"14 December, 2023",Did any past subscribers have luck getting this to work? I haven't had a PS Plus subscription since 2020 but just signed up for 1 month on 12/13 and the 1 year price for me was $134. I definitely would have signed up for a year if it had been under $100. ,black-friday-ps-plus-deal-2023
Pyromethious,"14 December, 2023","It's NOT a discount, it's an Introductory Offer. There's a difference...And really it's neither because of the price hike.",black-friday-ps-plus-deal-2023
Stone-coldmal123,"14 December, 2023",I extended my Essential sub in the Black Friday sale for £45 which was only up £7 from last year. Worth it for the free games. This month the Lego Drive game! ,black-friday-ps-plus-deal-2023
Vicdsnew,"14 December, 2023",Is there a plan below essential? I just want to be able to play online. I was curious about Diablo 4 but ahh nvm now.,black-friday-ps-plus-deal-2023
BeanJuice,"14 December, 2023",between this and the yet another regurgitated spiderman game........this has not been a good year for sony.,black-friday-ps-plus-deal-2023
Mosannam9696,"14 December, 2023",I'm gonna lapse my membership so hard come next year.,black-friday-ps-plus-deal-2023
Junomaster2006,"16 December, 2023",It's not a discount. It's the price that always should have been ,black-friday-ps-plus-deal-2023
LiliyannaWarren,"15 December, 2023",I have unsubscribed because of the price hike even with the fake deal it's still over priced I will only come back when sony has gone back to its roots tell then Sony you are having your Bud light moment .,black-friday-ps-plus-deal-2023
Markko33,"14 December, 2023",PS Plus is really over priced.  GP is cheaper and better,black-friday-ps-plus-deal-2023
LordKri,"14 December, 2023","Looks like I'm keeping mine expired. I don't want Extra or Premium, I just want the Essential tier and I'm not paying $80 for it unless they give us worthy titles, or release some sort exclusive multiplayer banger that warrants me renewing my subscription. ",black-friday-ps-plus-deal-2023
WildAttorney,"14 December, 2023",Can you take advantage of this if you already have a year subscription?,black-friday-ps-plus-deal-2023
gothmog99,"16 December, 2023",the 'deal' is for new people only not current.,black-friday-ps-plus-deal-2023
Mysttic,"17 December, 2023",I got better things to blow $100 on.  ,black-friday-ps-plus-deal-2023
BeanJuice,"14 December, 2023",hahahaha ,black-friday-ps-plus-deal-2023
rabbithole444,"17 November, 2023",I thought this was referring to Kameo elements of power based off the title,mortal-kombat-1-modder-unlocks-playable-kameos-sort-of
MrCastle,"17 November, 2023","This is the state of modern game development - make a half baked game for $500M and then get some dude to fix it for free. 
We are all just paying to Beta test. ",mortal-kombat-1-modder-unlocks-playable-kameos-sort-of
BollockYoghurt,"17 November, 2023","Remember COD4 MW?
Thise days are gone.
RIP.",modern-warfare-3-camo-locked-behind-60-call-of-duty-sling-bag-is-perhaps-the-brightest-ever
CharlieB424,"17 November, 2023","Man, gaming is being destroyed by corporate interests ",modern-warfare-3-camo-locked-behind-60-call-of-duty-sling-bag-is-perhaps-the-brightest-ever
